1,isbn,author,tag_author,name,publisher,city,type_of_printing,printing,publ_date,year_of_w,language,type,cover,read,series,condition,inscription,format,pages,from
134,5-89091-295-X,Алессандро Барикко,Барикко,CITY,Symposium,Санкт-Петербург,Основной,4000,2005,1999,русский,роман,твёрдая,FALSE,,medium - new,,76*100(1/32),448,Старая книга
135,978-5-91671-114-1,Роберт Макки,Макки,История на миллион долларов,АНФ,Москва,Основной,3000,2011,1997,русский,кино,мягкая,TRUE,,medium - new,,70*100(1/16),456,Буквоед
136,978-5-386-05072-6,Кристофер Сэнфорд,Сэнфорд,Роман Полански. Биография.,РИПОЛ Классик,Москва,Основной,2000,2012,,русский,биография,твёрдая,FALSE,,normal - new,,60*90(1/16),576,Старая книга
137,,Оноре Бальзак,Бальзак,Сцены частной жизни,Художественная литература,Москва,Основной,1300000,1981,,русский,роман,твёрдая,FALSE,,normal - old,,60*84(1/16),527,была
138,978-5-699-42250-0,Джойс Перник,Перник,Майкл Блумберг. Деньги. власть и политика,Эксмо,Москва,Основной,4000,2010,2009,русский,биография,твёрдая с обёрткой,FALSE,,normal - new,,60*90(1/16),272,Буквоед
139,978-5-00146-060-2,Вики Кинг,Кинг,Как написать кино за 21 день,Манн. Иванов и Фербер,Москва,Основной,3000,2019,1988,русский,кино,твёрдая,FALSE,,good - new,,60*90(1/16),288,подарок
140,978-5-00146-699-4,Йен Хейдн Смит,Й.Х.Смит,Главное в истории кино,Манн. Иванов и Фербер,Москва,Основной,5000,2020,2020,русский,кино,твёрдая,TRUE,,good - new,,70*90(1/16),224,подарок
141,978-5-389-07325-8,Анри Шарьер,Шарьер,Мотылек,Азбука,Санкт-Петербург,Основной,15000,2014,1969,русский,роман,твёрдая,FALSE,,good - new,,60*90(1/16),576,Буквоед
142,978-5-17-078280-2,Стивен Кинг,Кинг,Четыре сезона,АСТ,Москва,Дополнительный,4000,2015,1982,русский,роман,твёрдая,TRUE,Король на все времена,good - new,,84*108(1/32),537,Буквоед
143,,Валентин Иванов,Вал.Иванов,Повести древних лет,Лениздат,Ленинград,Основной,700000,1985,,русский,роман,твёрдая,FALSE,,good - old,,84*108(1/32),448,была
144,,Сомерсет Моэм,Моэм,Бремя страстей человеческих,Картя Молдовеняскэ,Кишинев,Основной,200000,1976,,русский,роман,твёрдая,TRUE,,worn - old,,84*108(1/32),768,Старая книга
145,978-5-98358-153-1,Анна Гавальда,Гавальда,Просто вместе,ИД Флюид,Москва,Дополнительный,30000,2008,,русский,роман,твёрдая,FALSE,,normal - new,,76*108(1/32),592,Ашан
146,,Н.А.Некрасов,Некрасов,Стихотворения. Кому на Руси жить хорошо,ГИ Детской литературы,Москва,Основной,800000,1957,,русский,поэзия,твёрдая,TRUE,,worn - old,,60*92(1/16),256,была
147,,Э.Сетон-Томпсон,Сетон-Томпсон,Рассказы о животных,Мастацкая лiтература,Минск,Основной,2000000,1980,,русский,сборник рассказов,твёрдая,FALSE,,medium - old,,60*90(1/16),352,была
148,,Шарлотта Бронте,Бронте,Джен Эйр,Има-Пресс-Реклама,Санкт-Петербург,Основной,100000,1992,,русский,роман,твёрдая,FALSE,,normal - old,,60*84(1/16),384,была
149,978-5-271-25998-2,Эдуардо Мендоса,Мендоса,Тайна заколдованной крипты,Corpus - Астрель,Москва,Основной,3000,2009,1979,русский,роман,твёрдая,FALSE,Corpus - 028,good - new,,70*108(1/32),256,Старая книга
150,978-5-271-39924-4,Фредрик Шёберг,Шёберг,Ловушка Малеза. или О счастье жить в плену...,Corpus - Астрель,Москва,Основной,3000,2011,2004,русский,роман,твёрдая,FALSE,Corpus - 144,good - new,,70*108(1/32),320,Старая книга
151,978-5-271-24658-6,Ник Кейв,Кейв,Смерть Банни Манро,Corpus - Астрель,Москва,Дополнительный,3000,2010,2009,русский,роман,твёрдая,FALSE,Corpus - 021,normal - new,,70*108(1/32),384,Старая книга
152,978-5-17-087093-6,Жан-Поль Дидьелоран,Дидьелоран,Утренний чтец,Corpus - АСТ,Москва,Основной,3000,2016,2014,русский,роман,твёрдая,TRUE,Corpus - 357,good - new,,70*108(1/32),192,Буквоед
153,978-5-93437-390-1,Сост: А.Н.Спащанский,,Екатерининский Петербург глазами иностранца. Неизданные письма 1770-х годов,Паритет,Санкт-Петербург,Основной,2000,2013,2013,русский,публицистика,твёрдая,FALSE,,normal - new,,60*88(1/16),288,Старая книга
154,978-5-04-090085-5,Питер Джеймс,Пит.Джеймс,Умри сегодня,Гранд-мастер,Москва,Основной,10000,2017,2017,русский,роман,твёрдая с обёрткой,FALSE,,good - new,,60*90(1/16),416,Книжные магазины
155,,Лиляна Александрова,Александрова,Есть одно счастье...,Лениздат,Ленинград,Основной,30000,1960,,русский,роман,твёрдая,FALSE,,worn - old,Ротцелайнен,84*108(1/32),240,была
156,978-5-904175-03-0,Пол Кронин,Кронин,Знакомьтесь - Вернер Херцог,Rosebud Publishing,Москва,Основной,2000,2010,,русский,биография,твёрдая,FALSE,,normal - new,,60*84(1/16),352,Буквоед
157,5-353-01068-х,В.С.Найпол,Найпол,Полужизнь,Росмэн,Москва,Дополнительный,5000,2003,2001,русский,роман,твёрдая,FALSE,,normal - new,,84*108(1/32),301,Старая книга
158,978-5-699-91720-4,Чесли Б.Салленбергер. Джеффри Заслоу,Салленбергер,Чудо на Гудзоне,Э,Москва,Основной,10000,2016,2009,русский,биография,твёрдая,TRUE,,good - new,,84*120(1/32),432,Буквоед
159,978-5-389-01353-7,Грэм Джойс,Г.Джойс,Правда жизни,Азбука,Санкт-Петербург,Основной,5000,2011,2003,русский,роман,твёрдая,FALSE,,normal - new,,84*108(1/32),320,Старая книга
160,978-5-699-63100-1,Елена Коротаева ,Коротаева ,Канада. Индекс лучшей жизни. ,Эксмо,Москва,Основной,3000,2013,2013,русский,публицистика,твёрдая,FALSE,Где русскому жить хорошо?,good - new,,84*108(1/32),320,Буквоед
161,978-5-699-63090-5,Николай Злобин,Злобин,Америка. Исчадие рая. ,Эксмо,Москва,Основной,10000,2013,2013,русский,публицистика,твёрдая,FALSE,Где русскому жить хорошо?,good - new,,84*108(1/32),416,Буквоед
162,,Р.Самбук. В.Кашин,,Взрыв. Приговор приведен в исполнение. Чужое оружие. ,Военное издательство,Москва,Основной,300000,1991,,русский,роман,твёрдая,FALSE,Советский детектив,medium - old,,84*108(1/32),654,была
